ply_number,material_diff,mobility_diff,white_king_attackers,black_king_attackers,king_safety_diff,white_castling_rights_lost,black_castling_rights_lost,pawn_diff,rating_diff,is_check,white_to_move,label_white_wins,game_id
5,1,0,0,0,0,0,0,1,309,0,0,1,TZJHLljE
6,1,-6,0,0,0,0,0,1,309,0,1,1,TZJHLljE
7,2,-5,0,0,0,0,0,2,309,0,0,1,TZJHLljE
10,1,-35,1,0,-1,0,0,1,309,1,1,1,TZJHLljE
6,0,7,0,0,0,0,0,0,61,0,1,0,l1NXvwaE
7,1,10,0,0,0,0,0,1,61,0,0,0,l1NXvwaE
8,0,7,0,0,0,0,0,0,61,0,1,0,l1NXvwaE
16,-9,-33,1,0,-1,0,0,0,61,1,1,0,l1NXvwaE
10,0,2,0,0,0,0,0,0,-4,0,1,1,mIICvQHh
39,21,38,0,0,0,0,1,4,-4,0,0,1,mIICvQHh
48,31,37,0,0,0,0,1,6,-4,0,1,1,mIICvQHh
52,31,36,0,0,0,0,1,6,-4,0,1,1,mIICvQHh
6,0,-4,0,0,0,0,0,0,-15,0,1,1,kWKvrqYL
7,0,3,0,0,0,0,0,0,-15,0,0,1,kWKvrqYL
32,6,10,0,0,0,1,1,0,-15,0,1,1,kWKvrqYL
42,12,18,0,0,0,1,1,1,-15,0,1,1,kWKvrqYL
16,0,14,0,0,0,0,1,0,54,0,1,1,9tXo1AUZ
32,0,8,0,0,0,1,1,0,54,0,1,1,9tXo1AUZ
34,5,1,0,0,0,1,1,0,54,0,1,1,9tXo1AUZ
69,6,7,0,0,0,1,1,1,54,0,0,1,9tXo1AUZ
5,-1,9,0,0,0,0,0,-1,97,0,0,1,qwU9rasv
11,-1,15,0,0,0,0,0,-1,97,0,0,1,qwU9rasv
22,-2,-42,1,0,-1,1,0,-2,97,1,1,1,qwU9rasv
24,-2,6,0,0,0,1,0,-2,97,0,1,1,qwU9rasv
5,0,9,0,0,0,0,0,0,-695,0,0,0,RVN0N3VK
6,0,18,0,0,0,0,0,0,-695,0,1,0,RVN0N3VK
8,0,11,0,0,0,0,0,0,-695,0,1,0,RVN0N3VK
9,0,13,0,0,0,0,0,0,-695,0,0,0,RVN0N3VK
22,0,15,0,0,0,0,1,0,47,0,1,0,dwF3DJHO
42,-2,-1,0,0,0,1,1,0,47,0,1,0,dwF3DJHO
56,-4,-41,1,0,-1,1,1,1,47,1,1,0,dwF3DJHO
60,-7,-8,0,0,0,1,1,1,47,0,1,0,dwF3DJHO
5,0,-15,0,0,0,0,0,0,172,0,0,1,afoMwnLg
25,-3,4,0,0,0,0,1,0,172,0,0,1,afoMwnLg
102,9,24,0,0,0,1,1,0,172,0,1,1,afoMwnLg
108,9,24,0,0,0,1,1,0,172,0,1,1,afoMwnLg
14,0,8,0,0,0,0,0,0,109,0,1,1,HgKLWPsz
22,0,3,0,0,0,1,1,0,109,0,1,1,HgKLWPsz
26,0,4,0,0,0,1,1,0,109,0,1,1,HgKLWPsz
32,0,14,0,0,0,1,1,0,109,0,1,1,HgKLWPsz
10,0,0,0,0,0,0,0,0,-486,0,1,0,Vf5fKWzI
11,0,1,0,0,0,0,0,0,-486,0,0,0,Vf5fKWzI
18,-2,-6,0,0,0,0,0,-2,-486,0,1,0,Vf5fKWzI
26,-2,10,0,0,0,1,0,-2,-486,0,1,0,Vf5fKWzI
11,0,9,0,0,0,0,0,0,-555,0,0,0,HRti5mKv
27,-1,3,0,0,0,1,1,-1,-555,0,0,0,HRti5mKv
29,-1,-4,0,0,0,1,1,-1,-555,0,0,0,HRti5mKv
59,-1,-5,0,0,0,1,1,-1,-555,0,0,0,HRti5mKv
13,1,17,0,0,0,0,0,1,-226,0,0,0,2fEjSei6
16,0,2,0,0,0,0,0,0,-226,0,1,0,2fEjSei6
24,0,-9,0,0,0,0,0,0,-226,0,1,0,2fEjSei6
30,-1,-11,0,0,0,0,0,-1,-226,0,1,0,2fEjSei6
6,0,4,0,0,0,0,0,0,-47,0,1,1,u7i6dOaJ
19,1,12,0,0,0,1,1,1,-47,0,0,1,u7i6dOaJ
22,1,4,0,0,0,1,1,1,-47,0,1,1,u7i6dOaJ
28,1,12,0,0,0,1,1,1,-47,0,1,1,u7i6dOaJ
10,-1,1,0,0,0,1,0,-1,47,0,1,0,guanvMR5
12,2,7,0,0,0,1,0,-1,47,0,1,0,guanvMR5
29,2,9,0,0,0,1,1,-1,47,0,0,0,guanvMR5
40,-6,-45,1,0,-1,1,1,-1,47,1,1,0,guanvMR5
23,2,-2,0,0,0,1,1,0,-47,0,0,0,PmpkWkmm
28,2,-6,0,0,0,1,1,0,-47,0,1,0,PmpkWkmm
44,-13,-27,1,0,-1,1,1,1,-47,1,1,0,PmpkWkmm
45,-13,-9,0,0,0,1,1,1,-47,0,0,0,PmpkWkmm
9,0,-3,0,0,0,1,0,0,47,0,0,0,EwaK0IsE
17,3,13,0,0,0,1,1,0,47,0,0,0,EwaK0IsE
41,1,-4,0,0,0,1,1,1,47,0,0,0,EwaK0IsE
50,1,-11,0,0,0,1,1,1,47,0,1,0,EwaK0IsE
10,0,6,0,0,0,0,0,0,-206,0,1,0,yrSDozT3
34,1,-8,0,0,0,1,1,1,-206,0,1,0,yrSDozT3
42,1,-11,0,0,0,1,1,1,-206,0,1,0,yrSDozT3
89,2,-2,0,0,0,1,1,2,-206,0,0,0,yrSDozT3
7,0,3,0,0,0,0,0,0,406,0,0,1,x31mXlvc
8,0,1,0,0,0,0,0,0,406,0,1,1,x31mXlvc
12,0,-32,1,0,-1,0,0,0,406,1,1,1,x31mXlvc
17,0,-5,0,0,0,1,0,0,406,0,0,1,x31mXlvc
6,0,3,0,0,0,0,0,0,-582,0,1,0,oQklnWWp
9,0,0,0,0,0,1,0,0,-582,0,0,0,oQklnWWp
10,0,-2,0,0,0,1,0,0,-582,0,1,0,oQklnWWp
12,0,-4,0,0,0,1,0,0,-582,0,1,0,oQklnWWp
8,0,5,0,0,0,0,0,0,406,0,1,1,5cgBygpI
9,0,11,0,0,0,0,0,0,406,0,0,1,5cgBygpI
10,0,12,0,0,0,0,0,0,406,0,1,1,5cgBygpI
17,1,14,0,0,0,1,0,1,406,0,0,1,5cgBygpI
9,0,5,0,0,0,0,0,0,201,0,0,1,UhXXBOMY
15,0,6,0,0,0,0,0,0,201,0,0,1,UhXXBOMY
20,0,-4,0,0,0,0,1,0,201,0,1,1,UhXXBOMY
34,4,-1,0,0,0,1,1,1,201,0,1,1,UhXXBOMY
9,0,10,0,0,0,0,0,0,-310,0,0,0,mCij4hBq
10,0,12,0,0,0,0,0,0,-310,0,1,0,mCij4hBq
11,0,14,0,0,0,0,0,0,-310,0,0,0,mCij4hBq
13,0,17,0,0,0,0,0,0,-310,0,0,0,mCij4hBq
12,0,8,0,0,0,0,0,0,-141,0,1,1,ifUMWtVj
33,3,17,0,0,0,1,1,0,-141,0,0,1,ifUMWtVj
34,3,12,0,0,0,1,1,0,-141,0,1,1,ifUMWtVj
46,12,23,0,0,0,1,1,1,-141,0,1,1,ifUMWtVj
7,-1,11,0,0,0,0,0,-1,746,0,0,1,Wf0zuLQQ
22,0,-3,0,0,0,1,1,0,746,0,1,1,Wf0zuLQQ
25,0,-4,0,0,0,1,1,0,746,0,0,1,Wf0zuLQQ
30,0,6,0,0,0,1,1,0,746,0,1,1,Wf0zuLQQ
9,0,-3,0,0,0,0,0,0,290,0,0,0,srz9QfSN
18,-1,-19,0,0,0,0,0,-1,290,0,1,0,srz9QfSN
41,-4,-5,0,0,0,1,1,1,290,0,0,0,srz9QfSN
50,-18,-51,1,0,-1,1,1,-1,290,1,1,0,srz9QfSN
18,0,13,0,0,0,0,1,0,-100,0,1,0,NS6ccssb
25,1,-1,0,0,0,1,1,1,-100,0,0,0,NS6ccssb
36,1,9,0,0,0,1,1,1,-100,0,1,0,NS6ccssb
46,4,26,0,0,0,1,1,1,-100,0,1,0,NS6ccssb
30,0,-4,0,0,0,1,1,0,-71,0,1,0,M3vpf2Ki
46,-1,-1,0,0,0,1,1,1,-71,0,1,0,M3vpf2Ki
61,1,-9,0,0,0,1,1,1,-71,0,0,0,M3vpf2Ki
63,1,4,0,0,0,1,1,1,-71,0,0,0,M3vpf2Ki
13,0,15,0,0,0,0,0,0,322,0,0,0,fXhNOnOn
14,0,16,0,0,0,0,1,0,322,0,1,0,fXhNOnOn
21,2,9,0,0,0,1,1,0,322,0,0,0,fXhNOnOn
34,-1,1,0,0,0,1,1,0,322,0,1,0,fXhNOnOn
20,-1,-4,0,0,0,1,1,-1,198,0,1,0,DiCTkvZH
39,-5,-1,0,0,0,1,1,-2,198,0,0,0,DiCTkvZH
40,-5,-9,0,0,0,1,1,-2,198,0,1,0,DiCTkvZH
52,-5,-15,0,0,0,1,1,-2,198,0,1,0,DiCTkvZH
21,0,16,0,0,0,1,1,0,184,0,0,1,FSkgvV2E
32,-3,0,0,0,0,1,1,0,184,0,1,1,FSkgvV2E
42,0,10,0,0,0,1,1,0,184,0,1,1,FSkgvV2E
52,2,2,0,0,0,1,1,-1,184,0,1,1,FSkgvV2E
7,-1,6,0,0,0,0,0,-1,-481,0,0,0,F1mRjzPr
8,-1,8,0,0,0,0,0,-1,-481,0,1,0,F1mRjzPr
16,3,0,0,0,0,0,0,-2,-481,0,1,0,F1mRjzPr
17,3,9,0,0,0,0,0,-2,-481,0,0,0,F1mRjzPr
5,0,15,0,0,0,0,0,0,447,0,0,1,Lq24M4KQ
8,0,7,0,0,0,0,0,0,447,0,1,1,Lq24M4KQ
9,0,10,0,0,0,0,0,0,447,0,0,1,Lq24M4KQ
11,1,8,0,0,0,0,0,1,447,0,0,1,Lq24M4KQ
6,0,12,0,0,0,0,0,0,-856,0,1,0,lHNM8cl5
7,0,15,0,0,0,0,0,0,-856,0,0,0,lHNM8cl5
15,1,22,0,0,0,0,1,1,-856,0,0,0,lHNM8cl5
18,-9,4,0,0,0,0,1,0,-856,0,1,0,lHNM8cl5
10,-1,1,0,0,0,0,0,-1,591,0,1,1,GfeEgLV3
18,-1,20,0,0,0,1,0,-1,591,0,1,1,GfeEgLV3
24,-2,7,0,0,0,1,0,-2,591,0,1,1,GfeEgLV3
26,-2,17,0,0,0,1,0,-2,591,0,1,1,GfeEgLV3
7,0,8,0,0,0,0,0,0,-522,0,0,0,OR6aULrW
14,0,12,0,0,0,0,1,0,-522,0,1,0,OR6aULrW
17,0,9,0,0,0,0,1,0,-522,0,0,0,OR6aULrW
21,1,14,0,0,0,0,1,1,-522,0,0,0,OR6aULrW
5,0,7,0,0,0,0,0,0,522,0,0,1,Yg006qwa
12,0,11,0,0,0,0,0,0,522,0,1,1,Yg006qwa
21,0,2,0,0,0,1,1,0,522,0,0,1,Yg006qwa
34,3,-29,1,0,-1,1,1,0,522,1,1,1,Yg006qwa
22,1,2,0,0,0,1,1,1,1471,0,1,1,G5S21pXK
26,1,-4,0,0,0,1,1,1,1471,0,1,1,G5S21pXK
29,1,-3,0,0,0,1,1,1,1471,0,0,1,G5S21pXK
33,1,3,0,0,0,1,1,1,1471,0,0,1,G5S21pXK
19,-6,-17,0,0,0,0,0,0,263,0,0,0,r4LcBZA7
39,-12,-14,0,0,0,1,0,-3,263,0,0,0,r4LcBZA7
42,-12,-16,0,0,0,1,0,-3,263,0,1,0,r4LcBZA7
48,-12,-32,1,0,-1,1,1,-3,263,1,1,0,r4LcBZA7
5,0,28,0,0,0,0,0,0,522,0,0,1,SDDXGw21
10,0,15,0,0,0,0,0,0,522,0,1,1,SDDXGw21
18,0,5,0,0,0,0,0,0,522,0,1,1,SDDXGw21
19,0,2,0,0,0,1,0,0,522,0,0,1,SDDXGw21
21,3,7,0,0,0,1,1,0,1465,0,0,1,oqoT4DLS
51,2,9,0,0,0,1,1,2,1465,0,0,1,oqoT4DLS
61,5,18,0,0,0,1,1,2,1465,0,0,1,oqoT4DLS
66,2,5,0,0,0,1,1,2,1465,0,1,1,oqoT4DLS
11,0,4,0,0,0,0,0,0,522,0,0,1,eSociDPG
16,-1,2,0,0,0,0,0,-1,522,0,1,1,eSociDPG
24,-8,0,0,0,0,0,0,-2,522,0,1,1,eSociDPG
37,0,8,0,0,0,1,0,-3,522,0,0,1,eSociDPG
17,0,3,0,0,0,1,0,0,522,0,0,1,mpzYDfIK
37,5,16,0,0,0,1,1,2,522,0,0,1,mpzYDfIK
43,4,8,0,0,0,1,1,1,522,0,0,1,mpzYDfIK
45,4,36,0,1,1,1,1,1,522,1,0,1,mpzYDfIK
5,0,13,0,0,0,0,0,0,365,0,0,1,IRYkgI8N
6,0,8,0,0,0,0,0,0,365,0,1,1,IRYkgI8N
7,0,7,0,0,0,0,0,0,365,0,0,1,IRYkgI8N
22,-2,-2,0,0,0,0,1,1,1458,0,1,1,tLnhk43J
29,1,9,0,0,0,1,1,1,1458,0,0,1,tLnhk43J
34,2,10,0,0,0,1,1,2,1458,0,1,1,tLnhk43J
35,3,50,0,1,1,1,1,3,1458,1,0,1,tLnhk43J
5,0,-6,0,0,0,0,0,0,1458,0,0,1,iq3Kz06t
25,3,2,0,0,0,1,0,0,1458,0,0,1,iq3Kz06t
36,1,5,0,0,0,1,1,1,1458,0,1,1,iq3Kz06t
38,1,4,0,0,0,1,1,1,1458,0,1,1,iq3Kz06t
5,0,-2,0,0,0,0,0,0,522,0,0,1,n4vRYUCW
6,-1,-5,0,0,0,0,0,-1,522,0,1,1,n4vRYUCW
7,0,5,0,0,0,0,0,0,522,0,0,1,n4vRYUCW
8,0,9,0,0,0,0,0,0,-522,0,1,1,KYPdQv8e
20,1,-10,0,0,0,0,0,1,-522,0,1,1,KYPdQv8e
24,1,3,0,0,0,0,0,1,-522,0,1,1,KYPdQv8e
41,16,24,0,0,0,0,1,2,-522,0,0,1,KYPdQv8e
9,0,3,0,0,0,0,0,0,522,0,0,0,p30PeXvE
10,0,4,0,0,0,0,0,0,522,0,1,0,p30PeXvE
13,0,8,0,0,0,0,0,0,522,0,0,0,p30PeXvE
36,-18,-44,1,0,-1,1,0,-1,522,1,1,0,p30PeXvE
5,1,12,0,0,0,0,1,1,359,0,0,1,PBS4FEld
6,1,8,0,0,0,0,1,1,359,0,1,1,PBS4FEld
7,1,18,0,0,0,0,1,1,359,0,0,1,PBS4FEld
8,1,15,0,0,0,0,1,1,359,0,1,1,PBS4FEld
13,0,-7,0,0,0,0,0,0,34,0,0,1,O3wdIwg7
18,0,-17,0,0,0,0,1,0,34,0,1,1,O3wdIwg7
21,1,-15,0,0,0,0,1,1,34,0,0,1,O3wdIwg7
24,1,-15,0,0,0,0,1,1,34,0,1,1,O3wdIwg7
11,0,20,0,0,0,0,0,0,-28,0,0,0,48ktrxLp
22,0,12,0,0,0,1,1,0,-28,0,1,0,48ktrxLp
28,-1,2,0,0,0,1,1,-1,-28,0,1,0,48ktrxLp
29,0,19,0,0,0,1,1,0,-28,0,0,0,48ktrxLp
17,2,5,0,0,0,0,0,-1,163,0,0,0,i2GBGO0R
24,-1,-8,0,0,0,1,0,-1,163,0,1,0,i2GBGO0R
28,-1,-9,0,0,0,1,1,-1,163,0,1,0,i2GBGO0R
30,-1,0,0,0,0,1,1,-1,163,0,1,0,i2GBGO0R
8,0,-2,0,0,0,0,0,0,59,0,1,1,QZSTu1aT
12,0,16,0,0,0,0,0,0,59,0,1,1,QZSTu1aT
19,1,29,0,0,0,0,0,1,59,0,0,1,QZSTu1aT
21,1,30,0,0,0,0,0,1,59,0,0,1,QZSTu1aT
6,0,-10,0,0,0,0,0,0,-372,0,1,0,9tU9MM6P
9,0,-7,0,0,0,0,0,0,-372,0,0,0,9tU9MM6P
19,-3,30,0,1,1,0,0,0,-372,1,0,0,9tU9MM6P
26,-3,0,0,0,0,1,1,0,-372,0,1,0,9tU9MM6P
5,0,10,0,0,0,0,0,0,-6,0,0,1,ztpC1S2c
19,-1,42,0,1,1,0,1,-1,-6,1,0,1,ztpC1S2c
40,0,21,0,0,0,1,1,0,-6,0,1,1,ztpC1S2c
42,0,22,0,0,0,1,1,0,-6,0,1,1,ztpC1S2c
6,0,3,0,0,0,0,0,0,-27,0,1,0,qc8aH5XL
7,0,1,0,0,0,0,0,0,-27,0,0,0,qc8aH5XL
25,-3,21,0,0,0,0,0,-1,-27,0,0,0,qc8aH5XL
27,-3,15,0,0,0,0,0,-1,-27,0,0,0,qc8aH5XL
6,0,5,0,0,0,0,0,0,358,0,1,1,6sTz6t7D
7,0,8,0,0,0,0,0,0,358,0,0,1,6sTz6t7D
12,0,-2,0,0,0,0,0,0,358,0,1,1,6sTz6t7D
15,0,9,0,0,0,0,0,0,358,0,0,1,6sTz6t7D
9,0,-18,0,0,0,0,0,0,50,0,0,0,XuyVUkDi
20,1,-17,0,0,0,1,0,1,50,0,1,0,XuyVUkDi
22,1,-18,0,0,0,1,1,1,50,0,1,0,XuyVUkDi
37,0,-9,0,0,0,1,1,0,50,0,0,0,XuyVUkDi
13,1,1,0,0,0,1,0,1,181,0,0,1,D5Oa4vGO
18,0,-6,0,0,0,1,0,0,181,0,1,1,D5Oa4vGO
36,0,34,0,0,0,1,1,-3,181,0,1,1,D5Oa4vGO
39,0,48,0,1,1,1,1,-3,181,1,0,1,D5Oa4vGO
20,0,15,0,0,0,0,0,0,-35,0,1,1,6QAiH2Yy
35,0,4,0,0,0,1,1,0,-35,0,0,1,6QAiH2Yy
41,0,-4,0,0,0,1,1,0,-35,0,0,1,6QAiH2Yy
51,0,4,0,0,0,1,1,0,-35,0,0,1,6QAiH2Yy
17,0,2,0,0,0,0,0,0,-54,0,0,0,l7top9ps
29,0,20,0,0,0,1,1,0,-54,0,0,0,l7top9ps
57,-1,-7,0,0,0,1,1,-1,-54,0,0,0,l7top9ps
65,-2,-14,0,0,0,1,1,-2,-54,0,0,0,l7top9ps
11,0,6,0,0,0,0,0,0,83,0,0,1,nG3Of11I
27,3,-4,0,0,0,1,0,0,83,0,0,1,nG3Of11I
32,6,-12,0,0,0,1,1,1,83,0,1,1,nG3Of11I
47,4,11,0,0,0,1,1,1,83,0,0,1,nG3Of11I
8,0,7,0,0,0,0,0,0,228,0,1,0,cUzM68JF
31,3,3,0,0,0,1,1,0,228,0,0,0,cUzM68JF
32,0,-1,0,0,0,1,1,0,228,0,1,0,cUzM68JF
34,-1,-5,0,0,0,1,1,-1,228,0,1,0,cUzM68JF
8,0,7,0,0,0,0,0,0,109,0,1,0,NZSBXWl2
11,0,17,0,0,0,0,0,0,109,0,0,0,NZSBXWl2
46,4,8,0,0,0,1,1,4,109,0,1,0,NZSBXWl2
48,4,11,0,0,0,1,1,4,109,0,1,0,NZSBXWl2
18,0,18,0,0,0,0,1,0,27,0,1,1,DHuXFP6C
36,0,2,0,0,0,1,1,0,27,0,1,1,DHuXFP6C
48,1,10,0,0,0,1,1,1,27,0,1,1,DHuXFP6C
56,2,4,0,0,0,1,1,2,27,0,1,1,DHuXFP6C
13,0,-4,0,0,0,0,0,0,-381,0,0,0,00R4UOcU
17,0,8,0,0,0,0,0,0,-381,0,0,0,00R4UOcU
33,1,13,0,0,0,1,0,-2,-381,0,0,0,00R4UOcU
39,-1,6,0,0,0,1,0,-1,-381,0,0,0,00R4UOcU
16,-3,-37,1,0,-1,0,0,0,48,1,1,0,IN15cBnB
22,0,0,0,0,0,0,1,0,48,0,1,0,IN15cBnB
32,1,2,0,0,0,0,1,1,48,0,1,0,IN15cBnB
34,1,6,0,0,0,0,1,1,48,0,1,0,IN15cBnB
9,0,-1,0,0,0,0,0,0,256,0,0,1,WYOts2ME
11,0,4,0,0,0,0,0,0,256,0,0,1,WYOts2ME
20,0,-14,0,0,0,1,1,0,256,0,1,1,WYOts2ME
33,2,-5,0,0,0,1,1,-1,256,0,0,1,WYOts2ME
5,0,6,0,0,0,0,0,0,42,0,0,1,oWFQ8mnz
8,0,10,0,0,0,0,0,0,42,0,1,1,oWFQ8mnz
39,-2,15,0,0,0,1,0,0,42,0,0,1,oWFQ8mnz
46,-1,0,0,0,0,1,1,1,42,0,1,1,oWFQ8mnz
16,-1,1,0,0,0,0,0,-1,-157,0,1,1,i2I8y9Xh
101,-2,-3,0,0,0,1,1,-2,-157,0,0,1,i2I8y9Xh
123,2,9,0,0,0,1,1,-2,-157,0,0,1,i2I8y9Xh
129,2,4,0,0,0,1,1,-2,-157,0,0,1,i2I8y9Xh
15,0,0,0,0,0,1,1,0,141,0,0,1,osPCRdxJ
20,0,2,0,0,0,1,1,0,141,0,1,1,osPCRdxJ
31,0,2,0,0,0,1,1,0,141,0,0,1,osPCRdxJ
36,0,3,0,0,0,1,1,0,141,0,1,1,osPCRdxJ
8,0,1,0,0,0,0,0,0,-526,0,1,0,Mi1AmkiI
18,-3,5,0,0,0,0,1,0,-526,0,1,0,Mi1AmkiI
30,0,7,0,0,0,0,1,0,-526,0,1,0,Mi1AmkiI
35,3,-2,0,0,0,0,1,1,-526,0,0,0,Mi1AmkiI
5,0,-4,0,0,0,0,0,0,208,0,0,0,7kK30TmL
15,0,-9,0,0,0,0,0,0,208,0,0,0,7kK30TmL
21,0,28,0,1,1,0,0,0,208,1,0,0,7kK30TmL
29,-2,4,0,0,0,1,0,0,208,0,0,0,7kK30TmL
23,0,21,0,0,0,1,1,0,116,0,0,1,ThCXomTn
32,0,9,0,0,0,1,1,0,116,0,1,1,ThCXomTn
34,0,11,0,0,0,1,1,0,116,0,1,1,ThCXomTn
55,4,9,0,0,0,1,1,2,116,0,0,1,ThCXomTn
40,-2,-6,0,0,0,0,1,-2,-131,0,1,1,4dH72B3d
49,2,2,0,0,0,0,1,-1,-131,0,0,1,4dH72B3d
51,2,4,0,0,0,0,1,-1,-131,0,0,1,4dH72B3d
55,2,29,0,1,1,0,1,-1,-131,1,0,1,4dH72B3d
14,-3,-5,0,0,0,0,0,0,-28,0,1,1,4jRtIZTy
36,3,8,0,0,0,1,1,0,-28,0,1,1,4jRtIZTy
47,4,10,0,0,0,1,1,1,-28,0,0,1,4jRtIZTy
50,4,3,0,0,0,1,1,1,-28,0,1,1,4jRtIZTy
8,0,-12,0,0,0,0,0,0,-294,0,1,0,wNK2HdLb
17,0,3,0,0,0,0,0,0,-294,0,0,0,wNK2HdLb
18,0,3,0,0,0,0,0,0,-294,0,1,0,wNK2HdLb
23,0,-1,0,0,0,0,0,0,-294,0,0,0,wNK2HdLb
11,0,5,0,0,0,0,0,0,129,0,0,1,d62Tg4dc
12,0,7,0,0,0,0,0,0,129,0,1,1,d62Tg4dc
45,-1,-14,0,0,0,1,1,-1,129,0,0,1,d62Tg4dc
66,8,16,0,0,0,1,1,0,129,0,1,1,d62Tg4dc
25,0,2,0,0,0,1,0,0,10,0,0,1,TaSQfvww
69,6,19,0,1,1,1,1,3,10,1,0,1,TaSQfvww
72,6,8,0,0,0,1,1,3,10,0,1,1,TaSQfvww
114,8,14,0,0,0,1,1,3,10,0,1,1,TaSQfvww
8,0,-2,0,0,0,0,0,0,70,0,1,1,Xwpzq87m
10,-3,-33,1,0,-1,0,0,0,70,1,1,1,Xwpzq87m
16,0,0,0,0,0,0,0,0,70,0,1,1,Xwpzq87m
37,-1,-16,0,0,0,1,1,-1,70,0,0,1,Xwpzq87m
6,0,0,0,0,0,0,0,0,-50,0,1,0,AHmgnsKz
7,0,3,0,0,0,0,0,0,-50,0,0,0,AHmgnsKz
14,0,2,0,0,0,0,0,0,-50,0,1,0,AHmgnsKz
15,3,13,0,0,0,0,0,0,-50,0,0,0,AHmgnsKz
12,-1,6,0,0,0,0,0,-1,17,0,1,0,MfNml1rl
20,0,17,0,0,0,0,0,0,17,0,1,0,MfNml1rl
30,0,2,0,0,0,0,0,0,17,0,1,0,MfNml1rl
41,0,5,0,0,0,1,1,0,17,0,0,0,MfNml1rl
6,0,-10,0,0,0,0,0,0,-139,0,1,0,mEAvshF2
12,0,-14,0,0,0,1,0,0,-139,0,1,0,mEAvshF2
23,-1,2,0,0,0,1,1,-1,-139,0,0,0,mEAvshF2
24,-1,0,0,0,0,1,1,-1,-139,0,1,0,mEAvshF2
10,0,9,0,0,0,0,0,0,121,0,1,1,ySsVdRfw
31,0,39,0,1,1,0,1,3,121,1,0,1,ySsVdRfw
44,5,16,0,0,0,1,1,3,121,0,1,1,ySsVdRfw
47,8,40,0,1,1,1,1,3,121,1,0,1,ySsVdRfw
31,-3,-10,0,0,0,1,0,0,53,0,0,1,ylLqmXwb
35,-2,-6,0,0,0,1,0,1,53,0,0,1,ylLqmXwb
38,-2,-15,0,0,0,1,1,1,53,0,1,1,ylLqmXwb
45,-2,-15,0,0,0,1,1,1,53,0,0,1,ylLqmXwb
9,0,6,0,0,0,0,0,0,143,0,0,1,8mceLIXN
13,0,14,0,0,0,0,0,0,143,0,0,1,8mceLIXN
17,0,7,0,0,0,0,0,0,143,0,0,1,8mceLIXN
26,0,1,0,0,0,0,1,0,143,0,1,1,8mceLIXN
24,0,-3,0,0,0,0,0,0,-331,0,1,0,YmJpuJkM
25,0,-2,0,0,0,0,0,0,-331,0,0,0,YmJpuJkM
34,2,-6,0,0,0,0,1,0,-331,0,1,0,YmJpuJkM
46,-1,-14,0,0,0,0,1,0,-331,0,1,0,YmJpuJkM
5,0,8,0,0,0,0,0,0,-401,0,0,0,PNNfempy
9,0,6,0,0,0,0,0,0,-401,0,0,0,PNNfempy
34,-2,-11,0,0,0,1,1,-2,-401,0,1,0,PNNfempy
53,-8,-5,0,0,0,1,1,-3,-401,0,0,0,PNNfempy
14,-1,7,0,0,0,0,0,-1,-271,0,1,1,TVfozmF5
17,0,17,0,0,0,0,0,0,-271,0,0,1,TVfozmF5
77,6,7,0,0,0,1,1,1,-271,0,0,1,TVfozmF5
84,4,11,0,0,0,1,1,-1,-271,0,1,1,TVfozmF5
13,0,14,0,0,0,0,0,0,56,0,0,1,4LX77G3m
18,0,1,0,0,0,0,0,0,56,0,1,1,4LX77G3m
21,0,3,0,0,0,0,0,0,56,0,0,1,4LX77G3m
37,1,14,0,0,0,0,1,1,56,0,0,1,4LX77G3m
6,0,8,0,0,0,0,0,0,0,0,1,1,nBfSissu
7,0,9,0,0,0,0,0,0,0,0,0,1,nBfSissu
8,0,2,0,0,0,0,0,0,0,0,1,1,nBfSissu
10,0,1,0,0,0,0,0,0,0,0,1,1,nBfSissu
15,-1,8,0,0,0,0,0,-1,-14,0,0,1,OIyTAHCP
23,-1,1,0,0,0,1,0,-1,-14,0,0,1,OIyTAHCP
33,-1,18,0,0,0,1,0,-1,-14,0,0,1,OIyTAHCP
58,5,8,0,0,0,1,1,0,-14,0,1,1,OIyTAHCP
43,0,-12,0,0,0,1,1,0,203,0,0,1,bnCnIJSz
74,1,6,0,0,0,1,1,1,203,0,1,1,bnCnIJSz
83,2,7,0,0,0,1,1,2,203,0,0,1,bnCnIJSz
95,1,13,0,1,1,1,1,1,203,1,0,1,bnCnIJSz
6,-1,5,0,0,0,0,0,-1,-131,0,1,1,ZzWyY1f8
43,-1,7,0,0,0,1,1,-1,-131,0,0,1,ZzWyY1f8
72,-6,-27,1,0,-1,1,1,-3,-131,1,1,1,ZzWyY1f8
75,-6,-6,0,0,0,1,1,-3,-131,0,0,1,ZzWyY1f8
31,0,-1,0,0,0,1,1,0,222,0,0,1,mkKSL3Ev
34,0,-3,0,0,0,1,1,0,222,0,1,1,mkKSL3Ev
39,0,-1,0,0,0,1,1,0,222,0,0,1,mkKSL3Ev
72,4,5,0,0,0,1,1,1,222,0,1,1,mkKSL3Ev
18,0,7,0,0,0,0,1,0,338,0,1,1,aVwWNjNR
24,0,-3,0,0,0,1,1,0,338,0,1,1,aVwWNjNR
39,0,-12,0,0,0,1,1,0,338,0,0,1,aVwWNjNR
75,-2,7,0,0,0,1,1,-2,338,0,0,1,aVwWNjNR
18,0,6,0,0,0,0,1,0,-71,0,1,0,DNUmSBH4
