ply_number,material_diff,mobility_diff,white_king_attackers,black_king_attackers,king_safety_diff,white_castling_rights_lost,black_castling_rights_lost,pawn_diff,rating_diff,is_check,white_to_move,label_white_wins,game_id
10,-1,6,0,0,0,0,0,-1,-122,0,1,1,45vyGw2x
25,-9,23,0,0,0,1,1,-1,-122,0,0,1,45vyGw2x
32,-12,-5,0,0,0,1,1,-1,-122,0,1,1,45vyGw2x
73,4,22,0,0,0,1,1,0,-122,0,0,1,45vyGw2x
6,-1,4,0,0,0,0,0,-1,-1,0,1,0,OpMq985z
59,-1,-9,0,0,0,1,1,2,-1,0,0,0,OpMq985z
78,-3,-7,0,0,0,1,1,0,-1,0,1,0,OpMq985z
85,-3,-13,0,0,0,1,1,0,-1,0,0,0,OpMq985z
8,0,10,0,0,0,0,0,0,54,0,1,0,0Ls9GUxT
29,2,10,0,0,0,0,1,-1,54,0,0,0,0Ls9GUxT
32,-1,-21,0,0,0,1,1,-1,54,0,1,0,0Ls9GUxT
38,-8,-14,0,0,0,1,1,0,54,0,1,0,0Ls9GUxT
8,-3,-27,1,0,-1,0,0,0,19,1,1,0,zXgTYGz0
27,0,4,0,0,0,0,1,0,19,0,0,0,zXgTYGz0
38,0,-30,1,0,-1,1,1,0,19,1,1,0,zXgTYGz0
64,-6,-14,0,0,0,1,1,2,19,0,1,0,zXgTYGz0
5,0,31,0,1,1,0,0,0,-89,1,0,1,pmIM8Ygd
8,0,-1,0,0,0,0,0,0,-89,0,1,1,pmIM8Ygd
9,0,7,0,0,0,0,0,0,-89,0,0,1,pmIM8Ygd
24,0,6,0,0,0,0,1,0,-89,0,1,1,pmIM8Ygd
15,0,-8,0,0,0,1,0,0,-21,0,0,1,spDMJoVN
16,0,-14,0,0,0,1,0,0,-21,0,1,1,spDMJoVN
17,0,-6,0,0,0,1,0,0,-21,0,0,1,spDMJoVN
19,3,-3,0,0,0,1,0,0,-21,0,0,1,spDMJoVN
30,6,5,0,0,0,0,1,1,-1,0,1,1,pAswBP8P
38,5,-7,0,0,0,1,1,0,-1,0,1,1,pAswBP8P
49,5,6,0,0,0,1,1,0,-1,0,0,1,pAswBP8P
62,9,18,0,0,0,1,1,1,-1,0,1,1,pAswBP8P
16,-9,-50,1,0,-1,0,0,0,186,1,1,0,B9Nomcj6
42,-7,2,0,0,0,1,0,-2,186,0,1,0,B9Nomcj6
60,-7,-23,1,0,-1,1,1,-5,186,1,1,0,B9Nomcj6
83,-10,-19,0,0,0,1,1,-5,186,0,0,0,B9Nomcj6
13,0,-12,0,0,0,1,0,0,25,0,0,1,XZ1f9abc
18,3,-9,0,0,0,1,0,0,25,0,1,1,XZ1f9abc
32,4,11,0,0,0,1,1,1,25,0,1,1,XZ1f9abc
38,5,2,0,0,0,1,1,2,25,0,1,1,XZ1f9abc
10,0,-7,0,0,0,0,0,0,27,0,1,0,cFREidfN
11,0,1,0,0,0,0,0,0,27,0,0,0,cFREidfN
26,-1,-9,0,0,0,0,1,-1,27,0,1,0,cFREidfN
35,0,-12,0,0,0,1,1,-3,27,0,0,0,cFREidfN
11,0,8,0,0,0,0,0,0,9,0,0,0,DpUpPLLS
23,1,15,0,0,0,0,0,1,9,0,0,0,DpUpPLLS
29,3,16,0,0,0,0,1,3,9,0,0,0,DpUpPLLS
30,3,11,0,0,0,0,1,3,9,0,1,0,DpUpPLLS
49,-3,-14,0,0,0,1,1,0,-81,0,0,1,WCgo3zvi
69,-3,-5,0,0,0,1,1,0,-81,0,0,1,WCgo3zvi
108,-4,-11,0,0,0,1,1,-1,-81,0,1,1,WCgo3zvi
112,-4,-5,0,0,0,1,1,-1,-81,0,1,1,WCgo3zvi
16,0,-11,0,0,0,0,0,0,-121,0,1,0,hYpQhXE1
25,2,-9,0,0,0,0,1,2,-121,0,0,0,hYpQhXE1
27,2,-13,0,0,0,0,1,2,-121,0,0,0,hYpQhXE1
65,-5,1,0,0,0,1,1,-1,-121,0,0,0,hYpQhXE1
6,0,-4,0,0,0,0,0,0,-4,0,1,0,CE3Ksjji
19,1,-8,0,0,0,1,0,1,-4,0,0,0,CE3Ksjji
20,1,-8,0,0,0,1,0,1,-4,0,1,0,CE3Ksjji
29,2,-5,0,0,0,1,0,-1,-4,0,0,0,CE3Ksjji
8,-1,5,0,0,0,0,0,-1,-5,0,1,0,hI0gV3WC
21,0,-4,0,0,0,1,0,0,-5,0,0,0,hI0gV3WC
39,-4,-4,0,0,0,1,1,2,-5,0,0,0,hI0gV3WC
40,-13,-30,0,0,0,1,1,2,-5,0,1,0,hI0gV3WC
5,0,4,0,0,0,0,0,0,108,0,0,0,xN0mXKxP
13,0,-1,0,0,0,0,0,0,108,0,0,0,xN0mXKxP
16,0,-2,0,0,0,0,0,0,108,0,1,0,xN0mXKxP
19,0,-9,0,0,0,0,0,0,108,0,0,0,xN0mXKxP
15,0,2,0,0,0,1,1,0,-16,0,0,0,fie3TZFc
18,-2,-3,0,0,0,1,1,1,-16,0,1,0,fie3TZFc
26,0,3,0,0,0,1,1,0,-16,0,1,0,fie3TZFc
59,1,6,0,0,0,1,1,1,-16,0,0,0,fie3TZFc
6,0,9,0,0,0,0,0,0,-262,0,1,0,CqJd0DQ6
24,-2,-4,0,0,0,0,1,-2,-262,0,1,0,CqJd0DQ6
28,-1,-18,0,0,0,0,1,-1,-262,0,1,0,CqJd0DQ6
37,-3,-13,0,0,0,0,1,-3,-262,0,0,0,CqJd0DQ6
8,0,8,0,0,0,0,0,0,278,0,1,1,8HoqWo0l
19,5,35,0,0,0,0,0,-1,278,0,0,1,8HoqWo0l
24,3,32,0,0,0,0,0,0,278,0,1,1,8HoqWo0l
49,4,40,0,1,1,1,1,2,278,1,0,1,8HoqWo0l
25,0,-9,0,0,0,1,1,0,-115,0,0,0,KvdQmeG3
30,0,-6,0,0,0,1,1,0,-115,0,1,0,KvdQmeG3
34,-3,-19,0,0,0,1,1,0,-115,0,1,0,KvdQmeG3
48,-6,-37,1,0,-1,1,1,-3,-115,1,1,0,KvdQmeG3
10,0,1,0,0,0,0,0,0,-19,0,1,0,sJ6TT08t
13,0,-3,0,0,0,0,0,0,-19,0,0,0,sJ6TT08t
35,0,17,0,0,0,1,1,0,-19,0,0,0,sJ6TT08t
64,16,-26,1,0,-1,1,1,-1,-19,1,1,0,sJ6TT08t
17,-2,-20,0,0,0,1,0,1,-156,0,0,0,MsTnTBGw
18,-2,-16,0,0,0,1,1,1,-156,0,1,0,MsTnTBGw
22,-3,-12,0,0,0,1,1,0,-156,0,1,0,MsTnTBGw
61,-6,-17,0,0,0,1,1,0,-156,0,0,0,MsTnTBGw
11,0,32,0,0,0,0,0,0,-280,0,0,1,vSXfVGeX
30,10,22,0,0,0,1,1,-1,-280,0,1,1,vSXfVGeX
38,9,19,0,0,0,1,1,-2,-280,0,1,1,vSXfVGeX
49,8,44,0,1,1,1,1,0,-280,1,0,1,vSXfVGeX
5,0,3,0,0,0,0,0,0,475,0,0,1,FVTAYJYo
11,0,9,0,0,0,0,0,0,475,0,0,1,FVTAYJYo
38,4,8,0,0,0,1,1,1,475,0,1,1,FVTAYJYo
41,13,34,0,0,0,1,1,1,475,0,0,1,FVTAYJYo
12,1,-5,0,0,0,0,0,1,-113,0,1,0,XgdCqmoy
18,1,-4,0,0,0,0,0,1,-113,0,1,0,XgdCqmoy
19,1,34,0,1,1,0,0,1,-113,1,0,0,XgdCqmoy
26,-2,-26,0,0,0,1,0,1,-113,0,1,0,XgdCqmoy
10,-2,-1,0,0,0,0,0,1,-9,0,1,1,KfhyI0Bq
13,1,-9,0,0,0,0,0,1,-9,0,0,1,KfhyI0Bq
26,2,3,0,0,0,0,0,2,-9,0,1,1,KfhyI0Bq
28,2,4,0,0,0,0,0,2,-9,0,1,1,KfhyI0Bq
9,0,14,0,0,0,0,0,0,391,0,0,1,kBfnEwvs
11,3,17,0,0,0,0,0,0,391,0,0,1,kBfnEwvs
18,0,22,0,0,0,0,0,0,391,0,1,1,kBfnEwvs
20,0,-24,1,0,-1,0,0,0,391,1,1,1,kBfnEwvs
5,0,3,0,0,0,0,0,0,178,0,0,1,XWrh5HCI
9,0,6,0,0,0,0,0,0,178,0,0,1,XWrh5HCI
12,0,2,0,0,0,0,0,0,178,0,1,1,XWrh5HCI
33,1,-4,0,0,0,1,0,1,178,0,0,1,XWrh5HCI
5,0,10,0,0,0,0,0,0,447,0,0,1,FBgnVytB
17,0,-2,0,0,0,1,0,0,447,0,0,1,FBgnVytB
19,0,1,0,0,0,1,0,0,447,0,0,1,FBgnVytB
22,0,-4,0,0,0,1,0,0,447,0,1,1,FBgnVytB
31,1,0,0,0,0,1,0,1,322,0,0,1,qZI6oQpg
32,1,1,0,0,0,1,0,1,322,0,1,1,qZI6oQpg
38,3,6,0,0,0,1,0,0,322,0,1,1,qZI6oQpg
46,5,-4,0,0,0,1,0,2,322,0,1,1,qZI6oQpg
11,0,6,0,0,0,0,0,0,446,0,0,1,ZxgE9Jqw
22,0,-3,0,0,0,0,0,0,446,0,1,1,ZxgE9Jqw
24,0,-1,0,0,0,0,0,0,446,0,1,1,ZxgE9Jqw
31,1,1,0,0,0,0,1,1,446,0,0,1,ZxgE9Jqw
20,5,15,0,0,0,0,0,0,149,0,1,1,FVAINHA2
23,5,19,0,0,0,0,0,0,149,0,0,1,FVAINHA2
27,6,15,0,0,0,0,0,1,149,0,0,1,FVAINHA2
35,7,8,0,0,0,1,0,2,149,0,0,1,FVAINHA2
29,1,30,0,1,1,0,0,1,412,1,0,1,0OznnvRO
44,1,-17,0,0,0,1,1,1,412,0,1,1,0OznnvRO
47,2,-18,0,0,0,1,1,2,412,0,0,1,0OznnvRO
59,0,-15,0,0,0,1,1,3,412,0,0,1,0OznnvRO
28,2,15,0,0,0,1,0,2,458,0,1,1,wDXSrsAb
42,3,5,0,0,0,1,1,3,458,0,1,1,wDXSrsAb
48,3,-3,0,0,0,1,1,3,458,0,1,1,wDXSrsAb
64,8,-18,1,0,-1,1,1,3,458,1,1,1,wDXSrsAb
16,-1,0,0,0,0,0,0,-1,181,0,1,1,KCqh9f7t
25,3,9,0,0,0,0,0,0,181,0,0,1,KCqh9f7t
33,7,25,0,1,1,1,1,2,181,1,0,1,KCqh9f7t
34,7,-9,0,0,0,1,1,2,181,0,1,1,KCqh9f7t
19,1,-13,0,0,0,1,1,1,502,0,0,1,cSUC96lZ
29,4,3,0,0,0,1,1,1,502,0,0,1,cSUC96lZ
35,4,41,0,1,1,1,1,1,502,1,0,1,cSUC96lZ
36,4,0,0,0,0,1,1,1,502,0,1,1,cSUC96lZ
28,0,6,0,0,0,0,1,-3,-270,0,1,0,efU9OS1U
41,-1,10,0,0,0,1,1,-4,-270,0,0,0,efU9OS1U
48,-1,4,0,0,0,1,1,-4,-270,0,1,0,efU9OS1U
58,1,-2,0,0,0,1,1,-4,-270,0,1,0,efU9OS1U
6,-1,1,0,0,0,0,0,-1,433,0,1,1,K4aK0bvY
7,-1,7,0,0,0,0,0,-1,433,0,0,1,K4aK0bvY
17,-1,29,0,1,1,1,0,-1,433,1,0,1,K4aK0bvY
25,0,5,0,0,0,1,1,0,433,0,0,1,K4aK0bvY
10,0,-2,0,0,0,0,0,0,-430,0,1,0,zcuvyFWm
12,0,-1,0,0,0,0,0,0,-430,0,1,0,zcuvyFWm
25,0,-12,0,0,0,1,0,0,-430,0,0,0,zcuvyFWm
26,-1,-42,1,0,-1,1,0,-1,-430,1,1,0,zcuvyFWm
6,0,-4,0,0,0,0,0,0,398,0,1,1,yyfhZrEQ
11,0,13,0,0,0,0,0,0,398,0,0,1,yyfhZrEQ
20,0,1,0,0,0,1,0,0,398,0,1,1,yyfhZrEQ
35,4,5,0,0,0,1,1,1,398,0,0,1,yyfhZrEQ
7,0,1,0,0,0,0,0,0,356,0,0,0,G6KJPmbf
12,0,-14,0,0,0,0,0,0,356,0,1,0,G6KJPmbf
38,3,-7,0,0,0,1,1,1,356,0,1,0,G6KJPmbf
50,4,15,0,0,0,1,1,2,356,0,1,0,G6KJPmbf
19,1,-26,0,0,0,1,0,-2,-494,0,0,0,BfEno2nC
25,-6,-15,0,0,0,1,0,-4,-494,0,0,0,BfEno2nC
26,-6,-40,1,0,-1,1,0,-4,-494,1,1,0,BfEno2nC
30,-9,-27,0,0,0,1,0,-4,-494,0,1,0,BfEno2nC
9,1,20,0,0,0,0,0,1,192,0,0,1,0DHChuwS
27,6,6,0,0,0,1,1,1,192,0,0,1,0DHChuwS
46,6,8,0,0,0,1,1,1,192,0,1,1,0DHChuwS
56,5,11,0,0,0,1,1,3,192,0,1,1,0DHChuwS
11,0,5,0,0,0,0,1,0,-179,0,0,0,veQVU8N3
29,-3,29,0,1,1,0,1,0,-179,1,0,0,veQVU8N3
44,-3,-2,0,0,0,1,1,0,-179,0,1,0,veQVU8N3
51,-4,-11,0,0,0,1,1,-1,-179,0,0,0,veQVU8N3
12,-1,-14,0,0,0,0,0,-1,238,0,1,1,31AKSOxV
25,1,35,0,1,1,1,0,1,238,1,0,1,31AKSOxV
26,-2,-4,0,0,0,1,1,1,238,0,1,1,31AKSOxV
28,-2,-1,0,0,0,1,1,1,238,0,1,1,31AKSOxV
8,0,7,0,0,0,0,0,0,613,0,1,1,WAfRDJWC
14,0,-5,0,0,0,0,0,0,613,0,1,1,WAfRDJWC
19,1,7,0,0,0,0,0,1,613,0,0,1,WAfRDJWC
24,1,1,0,0,0,0,0,1,613,0,1,1,WAfRDJWC
14,0,4,0,0,0,0,0,0,-327,0,1,1,va7c2mJJ
26,0,11,0,0,0,1,1,0,-327,0,1,1,va7c2mJJ
36,7,14,0,0,0,1,1,1,-327,0,1,1,va7c2mJJ
42,9,24,0,0,0,1,1,3,-327,0,1,1,va7c2mJJ
9,0,15,0,0,0,0,0,0,442,0,0,1,QZlvc1n7
10,0,14,0,0,0,0,0,0,442,0,1,1,QZlvc1n7
28,6,2,0,0,0,1,1,1,442,0,1,1,QZlvc1n7
31,6,42,0,1,1,1,1,1,442,1,0,1,QZlvc1n7
27,-1,11,0,0,0,0,1,-1,-256,0,0,0,esJlrHla
43,-7,-5,0,0,0,1,1,-1,-256,0,0,0,esJlrHla
45,-7,-6,0,0,0,1,1,-1,-256,0,0,0,esJlrHla
46,-8,-6,0,0,0,1,1,-2,-256,0,1,0,esJlrHla
19,3,0,0,0,0,0,0,0,172,0,0,1,C9LdNE9h
37,2,-11,0,0,0,1,0,2,172,0,0,1,C9LdNE9h
45,4,-2,0,0,0,1,1,1,172,0,0,1,C9LdNE9h
48,4,7,0,0,0,1,1,1,172,0,1,1,C9LdNE9h
7,0,10,0,0,0,0,0,0,296,0,0,1,dYHy3p1t
14,-3,8,0,0,0,1,0,0,296,0,1,1,dYHy3p1t
17,0,22,0,0,0,1,0,0,296,0,0,1,dYHy3p1t
29,9,35,0,0,0,1,1,1,296,0,0,1,dYHy3p1t
7,0,2,0,0,0,0,0,0,423,0,0,1,Wnj7OZYB
21,0,46,0,1,1,1,1,0,423,1,0,1,Wnj7OZYB
28,1,10,0,0,0,1,1,1,423,0,1,1,Wnj7OZYB
60,5,12,0,0,0,1,1,4,423,0,1,1,Wnj7OZYB
6,0,-6,0,0,0,0,0,0,173,0,1,1,i5ILjDWW
13,0,-11,0,0,0,0,0,0,173,0,0,1,i5ILjDWW
16,0,-7,0,0,0,0,0,0,173,0,1,1,i5ILjDWW
17,9,4,0,0,0,0,0,0,173,0,0,1,i5ILjDWW
11,0,-1,0,0,0,0,0,0,-517,0,0,0,EQNCIrQa
46,-2,-10,0,0,0,1,1,0,-517,0,1,0,EQNCIrQa
55,-3,18,0,1,1,1,1,-1,-517,1,0,0,EQNCIrQa
57,-3,19,0,1,1,1,1,-1,-517,1,0,0,EQNCIrQa
6,0,2,0,0,0,0,0,0,-253,0,1,1,cC68nkza
17,2,3,0,0,0,0,0,-1,-253,0,0,1,cC68nkza
41,12,24,0,0,0,1,1,2,-253,0,0,1,cC68nkza
47,10,40,0,1,1,1,1,3,-253,1,0,1,cC68nkza
8,0,-13,0,0,0,0,0,0,406,0,1,1,ebxhdc8t
10,0,-21,0,0,0,0,0,0,406,0,1,1,ebxhdc8t
27,2,1,0,0,0,0,0,2,406,0,0,1,ebxhdc8t
39,4,-2,0,0,0,0,1,2,406,0,0,1,ebxhdc8t
18,1,4,0,0,0,0,0,1,332,0,1,1,B3ntK1Fu
21,2,4,0,0,0,0,0,2,332,0,0,1,B3ntK1Fu
38,-3,-7,0,0,0,1,1,2,332,0,1,1,B3ntK1Fu
45,0,-9,0,0,0,1,1,2,332,0,0,1,B3ntK1Fu
30,-1,-6,0,0,0,1,1,-1,-321,0,1,0,FYlbiRrz
31,-1,-5,0,0,0,1,1,-1,-321,0,0,0,FYlbiRrz
40,-3,-8,0,0,0,1,1,0,-321,0,1,0,FYlbiRrz
57,-1,0,0,0,0,1,1,-1,-321,0,0,0,FYlbiRrz
20,-1,17,0,0,0,1,0,-1,-180,0,1,0,Xtu3YOfy
25,-1,5,0,0,0,1,0,-1,-180,0,0,0,Xtu3YOfy
32,2,-10,0,0,0,1,0,-1,-180,0,1,0,Xtu3YOfy
38,3,8,0,0,0,1,1,0,-180,0,1,0,Xtu3YOfy
8,0,10,0,0,0,0,0,0,201,0,1,1,QKUNEJ6W
36,9,1,0,0,0,1,0,0,201,0,1,1,QKUNEJ6W
38,9,-36,1,0,-1,1,0,0,201,1,1,1,QKUNEJ6W
49,10,14,0,0,0,1,0,0,201,0,0,1,QKUNEJ6W
8,0,11,0,0,0,0,0,0,-54,0,1,1,eRv16Z3L
12,0,22,0,0,0,0,0,0,-54,0,1,1,eRv16Z3L
14,0,11,0,0,0,0,0,0,-54,0,1,1,eRv16Z3L
15,0,36,0,1,1,0,0,0,-54,1,0,1,eRv16Z3L
23,0,-13,0,0,0,1,1,0,-145,0,0,0,mxJTEyok
41,-2,5,0,0,0,1,1,-2,-145,0,0,0,mxJTEyok
42,-2,6,0,0,0,1,1,-2,-145,0,1,0,mxJTEyok
67,-2,4,0,0,0,1,1,-2,-145,0,0,0,mxJTEyok
8,0,-2,0,0,0,0,0,0,151,0,1,0,GeWTyzIG
13,0,1,0,0,0,0,0,0,151,0,0,0,GeWTyzIG
18,-1,1,0,0,0,0,0,-1,151,0,1,0,GeWTyzIG
27,-2,-6,0,0,0,0,1,1,151,0,0,0,GeWTyzIG
11,0,1,0,0,0,0,0,0,-160,0,0,1,95wdFsbM
14,0,5,0,0,0,0,0,0,-160,0,1,1,95wdFsbM
29,0,-2,0,0,0,1,0,0,-160,0,0,1,95wdFsbM
34,0,-5,0,0,0,1,1,0,-160,0,1,1,95wdFsbM
67,6,3,0,0,0,1,1,0,-78,0,0,1,y6FT6UDP
73,10,49,0,1,1,1,1,1,-78,1,0,1,y6FT6UDP
100,15,34,0,0,0,1,1,3,-78,0,1,1,y6FT6UDP
107,23,51,0,1,1,1,1,2,-78,1,0,1,y6FT6UDP
7,0,8,0,0,0,0,0,0,-5,0,0,1,mojJsVuG
35,4,7,0,0,0,1,1,1,-5,0,0,1,mojJsVuG
42,1,-9,0,0,0,1,1,1,-5,0,1,1,mojJsVuG
57,2,0,0,0,0,1,1,2,-5,0,0,1,mojJsVuG
21,-3,-5,0,0,0,0,0,0,-76,0,0,0,CMXBz4cj
41,-6,0,0,0,0,1,1,-3,-76,0,0,0,CMXBz4cj
43,-6,-2,0,0,0,1,1,-3,-76,0,0,0,CMXBz4cj
68,-5,-20,0,0,0,1,1,-3,-76,0,1,0,CMXBz4cj
13,1,11,0,0,0,0,1,1,163,0,0,1,Uapbd7hu
17,1,10,0,0,0,0,1,1,163,0,0,1,Uapbd7hu
30,-1,7,0,0,0,1,1,-1,163,0,1,1,Uapbd7hu
38,3,22,0,0,0,1,1,0,163,0,1,1,Uapbd7hu
20,0,4,0,0,0,0,0,0,-28,0,1,1,zRyrJdx6
24,0,2,0,0,0,0,0,0,-28,0,1,1,zRyrJdx6
38,-1,12,0,0,0,0,1,-1,-28,0,1,1,zRyrJdx6
51,0,-6,0,0,0,0,1,0,-28,0,0,1,zRyrJdx6
5,0,3,0,0,0,0,0,0,-249,0,0,1,UHdlMxsG
7,0,10,0,0,0,0,0,0,-249,0,0,1,UHdlMxsG
10,0,1,0,0,0,0,0,0,-249,0,1,1,UHdlMxsG
12,0,7,0,0,0,0,0,0,-249,0,1,1,UHdlMxsG
7,0,12,0,0,0,0,0,0,204,0,0,1,Budv19hO
11,0,13,0,0,0,0,0,0,204,0,0,1,Budv19hO
15,0,7,0,0,0,1,0,0,204,0,0,1,Budv19hO
31,7,34,0,0,0,1,1,1,204,0,0,1,Budv19hO
13,0,-6,0,0,0,1,0,0,-127,0,0,1,M0UYlflP
14,0,-3,0,0,0,1,1,0,-127,0,1,1,M0UYlflP
16,0,-2,0,0,0,1,1,0,-127,0,1,1,M0UYlflP
22,0,-1,0,0,0,1,1,0,-127,0,1,1,M0UYlflP
13,0,9,0,0,0,0,0,0,138,0,0,1,scJxpc2w
14,0,6,0,0,0,0,0,0,138,0,1,1,scJxpc2w
29,1,8,0,0,0,1,1,1,138,0,0,1,scJxpc2w
33,5,15,0,0,0,1,1,-1,138,0,0,1,scJxpc2w
18,0,5,0,0,0,1,1,0,144,0,1,1,9H9fTYi0
19,0,8,0,0,0,1,1,0,144,0,0,1,9H9fTYi0
35,7,14,0,0,0,1,1,1,144,0,0,1,9H9fTYi0
62,10,4,0,0,0,1,1,-1,144,0,1,1,9H9fTYi0
11,0,-10,0,0,0,0,0,0,66,0,0,0,sDD4Demq
16,0,-8,0,0,0,0,1,0,66,0,1,0,sDD4Demq
26,0,-18,0,0,0,1,1,0,66,0,1,0,sDD4Demq
38,0,-12,0,0,0,1,1,0,66,0,1,0,sDD4Demq
6,0,9,0,0,0,0,0,0,-61,0,1,1,yCKCprV7
7,0,4,0,0,0,0,0,0,-61,0,0,1,yCKCprV7
13,1,4,0,0,0,0,0,1,-61,0,0,1,yCKCprV7
15,1,5,0,0,0,0,0,1,-61,0,0,1,yCKCprV7
8,0,-3,0,0,0,0,0,0,37,0,1,0,yOMROOFU
11,0,-4,0,0,0,0,0,0,37,0,0,0,yOMROOFU
19,0,-15,0,0,0,0,0,0,37,0,0,0,yOMROOFU
20,-3,-45,1,0,-1,0,0,0,37,1,1,0,yOMROOFU
5,0,3,0,0,0,0,0,0,6,0,0,0,y0dTFdu3
18,-4,-6,0,0,0,0,0,-1,6,0,1,0,y0dTFdu3
37,-5,-9,0,0,0,1,0,-2,6,0,0,0,y0dTFdu3
39,-6,-14,0,0,0,1,0,-3,6,0,0,0,y0dTFdu3
69,0,7,0,0,0,1,1,0,173,0,0,1,H947bNAL
71,0,4,0,0,0,1,1,0,173,0,0,1,H947bNAL
118,1,4,0,0,0,1,1,1,173,0,1,1,H947bNAL
124,1,-3,0,0,0,1,1,1,173,0,1,1,H947bNAL
7,1,4,0,0,0,0,0,1,117,0,0,1,X9gq2OfL
15,6,-7,0,0,0,0,0,1,117,0,0,1,X9gq2OfL
16,6,-13,0,0,0,0,0,1,117,0,1,1,X9gq2OfL
18,9,1,0,0,0,0,1,1,117,0,1,1,X9gq2OfL
21,0,10,0,0,0,0,0,0,83,0,0,1,FIeq8XuU
43,-2,2,0,0,0,1,1,-2,83,0,0,1,FIeq8XuU
103,9,18,0,0,0,1,1,4,83,0,0,1,FIeq8XuU
113,17,40,0,1,1,1,1,3,83,1,0,1,FIeq8XuU
12,1,5,0,0,0,0,0,1,87,0,1,1,ZRROeYAV
26,4,9,0,0,0,1,1,1,87,0,1,1,ZRROeYAV
30,4,3,0,0,0,1,1,1,87,0,1,1,ZRROeYAV
31,4,9,0,0,0,1,1,1,87,0,0,1,ZRROeYAV
13,0,-13,0,0,0,0,0,0,87,0,0,0,TbhqYcD7
27,0,-30,0,0,0,0,0,0,87,0,0,0,TbhqYcD7
66,-5,-8,0,0,0,1,1,0,87,0,1,0,TbhqYcD7
80,-7,-9,0,0,0,1,1,-2,87,0,1,0,TbhqYcD7
9,0,9,0,0,0,0,0,0,87,0,0,1,UgYu8QDP
11,0,8,0,0,0,0,0,0,87,0,0,1,UgYu8QDP
28,3,12,0,0,0,0,1,1,87,0,1,1,UgYu8QDP
34,15,35,0,0,0,0,1,1,87,0,1,1,UgYu8QDP
36,-3,8,0,0,0,1,1,0,-87,0,1,1,uaAeTsDl
52,0,2,0,0,0,1,1,0,-87,0,1,1,uaAeTsDl
89,2,13,0,1,1,1,1,2,-87,1,0,1,uaAeTsDl
93,6,17,0,0,0,1,1,1,-87,0,0,1,uaAeTsDl
23,2,-2,0,0,0,0,0,-1,-87,0,0,1,0g91ENS0
38,0,1,0,0,0,0,0,0,-87,0,1,1,0g91ENS0
43,1,12,0,0,0,0,1,1,-87,0,0,1,0g91ENS0
46,-2,-30,1,0,-1,0,1,0,-87,1,1,1,0g91ENS0
8,0,8,0,0,0,0,0,0,84,0,1,1,hvYZ5Kih
63,-5,38,0,1,1,1,1,0,84,1,0,1,hvYZ5Kih
87,-5,9,0,1,1,1,1,0,84,1,0,1,hvYZ5Kih
96,-5,-26,1,0,-1,1,1,0,84,1,1,1,hvYZ5Kih
5,0,13,0,0,0,0,0,0,-84,0,0,0,9wlwPGbR
6,0,10,0,0,0,0,0,0,-84,0,1,0,9wlwPGbR
25,0,-3,0,0,0,1,1,0,-84,0,0,0,9wlwPGbR
27,0,5,0,0,0,1,1,0,-84,0,0,0,9wlwPGbR
38,1,9,0,0,0,0,1,1,191,0,1,1,8A2lNGm2
47,1,20,0,0,0,0,1,1,191,0,0,1,8A2lNGm2
61,2,36,0,1,1,1,1,2,191,1,0,1,8A2lNGm2
72,10,31,0,0,0,1,1,1,191,0,1,1,8A2lNGm2
7,0,7,0,0,0,0,0,0,-35,0,0,0,3vdamyvx
24,-1,-15,0,0,0,1,1,-1,-35,0,1,0,3vdamyvx
31,-2,-15,0,0,0,1,1,-2,-35,0,0,0,3vdamyvx
36,-3,-49,1,0,-1,1,1,0,-35,1,1,0,3vdamyvx
9,1,1,0,0,0,0,0,1,89,0,0,0,YY9WD134
12,-2,-8,0,0,0,0,0,1,89,0,1,0,YY9WD134
13,1,1,0,0,0,0,0,1,89,0,0,0,YY9WD134
16,-1,-14,0,0,0,0,0,-1,89,0,1,0,YY9WD134
6,0,-3,0,0,0,0,0,0,334,0,1,1,pWwB7D2m
8,-3,-5,0,0,0,0,0,0,334,0,1,1,pWwB7D2m
13,0,15,0,0,0,0,0,0,334,0,0,1,pWwB7D2m
16,0,14,0,0,0,1,0,0,334,0,1,1,pWwB7D2m
12,0,0,0,0,0,0,0,0,448,0,1,0,TdS6Yeyn
16,-3,-12,0,0,0,1,0,0,448,0,1,0,TdS6Yeyn
32,0,-2,0,0,0,1,1,0,448,0,1,0,TdS6Yeyn
34,-1,-3,0,0,0,1,1,-1,448,0,1,0,TdS6Yeyn
7,0,10,0,0,0,0,0,0,100,0,0,1,DwBtOM8N
36,2,-5,0,0,0,1,1,2,100,0,1,1,DwBtOM8N
39,4,-2,0,0,0,1,1,2,100,0,0,1,DwBtOM8N
54,6,6,0,0,0,1,1,1,100,0,1,1,DwBtOM8N
8,0,4,0,0,0,0,0,0,252,0,1,1,figor6cB
9,0,6,0,0,0,0,0,0,252,0,0,1,figor6cB
10,0,-1,0,0,0,0,0,0,252,0,1,1,figor6cB
15,4,0,0,0,0,0,0,1,252,0,0,1,figor6cB
21,0,19,0,0,0,0,0,0,89,0,0,1,5701Gypj
27,5,-2,0,0,0,1,0,0,89,0,0,1,5701Gypj
74,11,29,0,0,0,1,1,3,89,0,1,1,5701Gypj
86,18,46,0,0,0,1,1,1,89,0,1,1,5701Gypj
13,0,-7,0,0,0,0,0,0,241,0,0,0,6khuM0bv
